stat_id,game_id,game_date,player_id,player_name,player_position,team_id,team_abbr,min,pts,reb,ast,stl,blk,turnover,pf,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,plus_minus
20892764,18446849,2025-10-25,413,Collin Sexton,G,4,CHA,30,21,2,7,1,0,1,4,7,13,0.538,3,5,0.6,4,6,0.667,0,2,-19.0
20892765,18446849,2025-10-25,3547239,LaMelo Ball,G,4,CHA,34,27,10,8,3,1,4,5,8,18,0.444,4,11,0.364,7,8,0.875,2,8,12.0
20892766,18446849,2025-10-25,105,Pat Connaughton,G,4,CHA,00,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,
20892767,18446849,2025-10-25,38017725,Moussa Diabate,F,4,CHA,17,6,2,0,1,1,0,2,2,2,1.0,0,0,,2,7,0.286,0,2,-4.0
20892813,18446849,2025-10-25,1057384156,Sion James,G,4,CHA,19,10,2,1,0,0,1,0,4,5,0.8,2,2,1.0,0,0,,1,1,3.0
20892814,18446849,2025-10-25,1057263194,Kon Knueppel,G-F,4,CHA,30,14,3,1,0,0,3,4,5,11,0.455,3,6,0.5,1,2,0.5,2,1,0.0
20892815,18446849,2025-10-25,17896036,Tre Mann,G,4,CHA,22,4,5,2,0,0,3,4,1,7,0.143,0,5,0.0,2,2,1.0,1,4,4.0
20892816,18446849,2025-10-25,1057278805,Liam McNeeley,F,4,CHA,00,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,
20892817,18446849,2025-10-25,371,Mason Plumlee,F-C,4,CHA,5,0,0,1,0,0,0,0,0,0,,0,0,,0,0,,0,0,-1.0
20892818,18446849,2025-10-25,1028028379,Tidjane Salaun,F,4,CHA,13,3,5,1,0,0,0,1,1,2,0.5,1,2,0.5,0,0,,1,4,0.0
20892819,18446849,2025-10-25,3547258,Josh Green,G,4,CHA,00,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,
20892820,18446849,2025-10-25,64270311,Drew Peterson,F,4,CHA,00,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,
20892821,18446849,2025-10-25,1028038100,Antonio Reeves,G,4,CHA,00,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,
20892852,18446849,2025-10-25,1057384362,Ryan Kalkbrenner,C,4,CHA,26,14,7,1,1,1,1,3,7,7,1.0,0,0,,0,0,,4,3,1.0
20892865,18446849,2025-10-25,56677823,Brandon Miller,F,4,CHA,9,4,0,1,0,0,2,1,2,6,0.333,0,2,0.0,0,0,,0,0,-12.0
20892866,18446849,2025-10-25,62,Miles Bridges,F,4,CHA,35,18,9,7,0,0,1,2,6,18,0.333,3,9,0.333,3,3,1.0,2,7,-4.0
20892867,18446849,2025-10-25,1028038474,K.J. Simpson,G,4,CHA,00,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,
20892868,18446849,2025-10-25,666965,Grant Williams,F,4,CHA,00,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,
20974683,18446863,2025-10-27,17896026,Franz Wagner,F,22,ORL,36,22,4,4,0,1,0,1,8,12,0.667,1,4,0.25,5,7,0.714,1,3,-12.0
20974684,18446863,2025-10-27,38017683,Paolo Banchero,F,22,ORL,38,32,7,5,0,3,2,3,10,18,0.556,1,4,0.25,11,11,1.0,1,6,-15.0
20974685,18446863,2025-10-27,85,Wendell Carter Jr.,F,22,ORL,34,10,10,2,1,2,2,3,4,11,0.364,1,2,0.5,1,3,0.333,4,6,-19.0
20974686,18446863,2025-10-27,3547287,Desmond Bane,G,22,ORL,34,24,3,1,0,0,0,6,10,17,0.588,2,7,0.286,2,2,1.0,1,2,-14.0
20974687,18446863,2025-10-27,17896073,Jalen Suggs,G,22,ORL,21,12,6,6,0,0,4,3,4,7,0.571,1,3,0.333,3,4,0.75,2,4,-9.0
20974688,18446863,2025-10-27,666442,Goga Bitadze,C,22,ORL,14,5,3,2,1,0,2,2,2,3,0.667,0,0,,1,4,0.25,0,3,7.0
20974689,18446863,2025-10-27,56677827,Anthony Black,G,22,ORL,30,14,3,2,1,1,3,2,5,10,0.5,1,3,0.333,3,7,0.429,1,2,-4.0
20974690,18446863,2025-10-27,1028025497,Tristan Da Silva,F,22,ORL,15,0,2,1,0,0,0,0,0,2,0.0,0,1,0.0,0,0,,0,2,9.0
20974691,18446863,2025-10-27,56677839,Jett Howard,G,22,ORL,00,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,
20974692,18446863,2025-10-27,229,Jonathan Isaac,F,22,ORL,00,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,
20974693,18446863,2025-10-27,249,Tyus Jones,G,22,ORL,10,2,3,2,1,0,0,0,1,1,1.0,0,0,,0,0,,2,1,5.0
20974694,18446863,2025-10-27,1057385481,Noah Penda,G-F,22,ORL,7,3,2,1,0,0,0,2,1,1,1.0,1,1,1.0,0,0,,1,1,-6.0
20974695,18446863,2025-10-27,1057279571,Jase Richardson,G,22,ORL,1,0,0,1,0,0,0,0,0,0,,0,0,,0,0,,0,0,-2.0
20974696,18446863,2025-10-27,38017734,Jamal Cain,F,22,ORL,00,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,
20974730,18446863,2025-10-27,56677738,Colin Castleton,C,22,ORL,00,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,
20974731,18446863,2025-10-27,39398582,Orlando Robinson,C,22,ORL,00,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,
20974732,18446863,2025-10-27,462,Moritz Wagner,C,22,ORL,00,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,
21031052,18446872,2025-10-28,1028026060,KyShawn George,F,30,WAS,40,20,9,7,2,1,1,5,8,17,0.471,4,7,0.571,0,2,0.0,1,8,-21.0
21031053,18446872,2025-10-28,315,Khris Middleton,F,30,WAS,31,13,10,3,0,0,2,4,4,11,0.364,1,3,0.333,4,4,1.0,5,5,-5.0
21031054,18446872,2025-10-28,1028028405,Alexandre Sarr,C,30,WAS,34,31,11,5,2,2,5,4,13,23,0.565,3,7,0.429,2,2,1.0,3,8,3.0
